I,ID,Aigle Pôle Physio-Ergo d'Aigle,Biotonus,CIC,Centre Hospitalier Universitaire Vaudois,Chamoyron,Château-d'Oex,Clinique Bois-Bougy,Clinique Bois-Cerf,Clinique Cecil,Clinique La Prairie,Clinique Valmont,Clinique de Genolier,Clinique de Montchoisi,Clinique de la Source,Clinique la Lignière,Clinique la Métairie,Espace Santé Rennaz,Fondation Rive-Neuve,Grand-Chêne,HRC,Hôpital d'Orbe,Hôpital d'Yverdon-les-Bains,Hôpital de Chamblon,Hôpital de Gilly,Hôpital de Lavaux,Hôpital de Morges,Hôpital de Nyon,Hôpital de Rolle,Hôpital de Saint-Loup,Hôpital de la Vallée de Joux,Hôpital ophtalmique Jules-Gonin,Hôpital psychiatrique Nant,Hôpital d'Aubonne,Institution de Lavigny,La Tour-de-Peilz,Les Communaux,Les Moulins,Les Rosiers,Molage,Montreux,Mottex Réadaptation/gériatrie,Moudon,Payerne,Permanence de Cossonay,Providence Permanence médicale Riviera Réadaptation/gériatrie,Psychiatrie Nord CPNVD,Psychiatrie Ouest Hôpital de Prangins,Pôle Santé Pays-d'Enhaut,Rennaz Centre hospitalier de Rennaz,Samaritain Site administratif
30,Renens ,38430.49715,28041.46943,25545.13821,4092.124912,23280.29382,41843.17713,33030.00024,4137.750843,3059.174424,24895.14442,28943.95837,30241.99733,4589.742568,3142.923407,25980.01706,32999.09015,30897.70611,23874.76992,38100.04957,30854.90871,22003.07786,26690.58259,27202.1634,22936.39724,11611.36727,6964.349635,32477.91818,20164.33752,15948.88404,29109.95305,2911.473548,21217.82505,16144.02534,14078.10044,22818.39916,21574.69469,20993.28131,32368.87312,37797.47376,27157.66579,24233.15797,22096.75913,41737.61171,10882.68812,22139.52196,27787.39596,29654.61031,42873.45895,30854.87554,22031.7285
54,Rennaz,8276.716182,5947.187717,7534.029394,27080.43561,10906.03077,19223.507,53064.43115,26813.6763,27881.88457,7969.073654,5700.719629,54505.8862,26358.50964,27970.59453,48714.86214,53087.92671,273.7142898,10193.84002,7929.397752,479.645268,49179.4813,48739.26772,50802.22113,48314.36521,19583.83409,36063.4199,53171.70011,45047.32258,45348.69208,59127.02169,28085.50565,12547.54158,42746.48621,41431.77314,9521.209685,10906.96908,11559.77095,59038.17443,7360.652925,6576.640124,9771.462295,33863.38689,49323.26409,41391.00452,10390.67023,49717.5827,50920.43736,20537.51893,479.627093,10688.46151
43,Rivaz,23494.14994,12013.3358,9516.1195,11984.95113,7534.897038,26669.30284,43802.14994,12070.3938,13014.60927,8866.14216,12915.27381,43301.46079,11624.23765,12920.80995,38008.58692,43800.98308,15371.3847,8027.952674,23148.69707,15293.15301,33894.4007,34455.00609,36207.80814,36389.69249,4424.377242,22032.28613,43603.32493,33205.51267,29886.74813,44995.2114,13117.80902,5689.490312,30050.84087,28357.7825,6789.428809,5578.561263,5039.774036,43939.88358,22700.99154,11128.48867,8339.736327,21596.46087,40242.50193,26067.11069,6131.880552,35497.09863,40989.75776,27815.48611,15293.12461,6055.476296
44,Roche ,6337.038618,7746.238657,9458.138073,28811.86327,12834.89291,19641.97614,53890.94797,28493.1855,29574.07983,9904.619945,7391.257312,55581.57258,28039.22868,29691.25724,49749.34214,53917.51266,2126.455447,12118.2315,5989.441361,2285.80384,51077.77685,50680.73009,52740.58014,49511.14373,21360.96771,37600.04845,54037.27634,46247.89465,47177.40781,60621.51468,29792.35452,14489.10551,44070.97705,42813.1413,11458.92234,12841.49728,13492.69491,60957.46225,5437.891485,8434.278022,11692.54199,35782.28025,51063.87758,43149.34475,12328.44944,51659.23038,51843.63996,20940.54729,2285.813404,12628.00151
45,Rolle,51376.48642,45096.7011,42872.63152,24565.96931,41648.13845,60816.39413,12510.97859,23500.78837,23123.88918,42269.34555,45963.58382,9153.562585,23821.73164,23788.2461,4962.215961,12455.83524,45893.43564,42051.93885,51111.25421,45933.27966,33809.77806,42296.98651,41438.17433,2627.808928,30225.91129,14552.95654,11699.80471,1170.948637,26528.86683,18137.83185,23365.87816,39869.9361,5524.667864,7679.947424,40349.37204,39459.58947,39046.19508,41965.38817,51128.71075,44361.78408,42297.02674,42814.55691,61645.18348,21686.75659,39935.04548,43238.23116,8919.926384,61981.92632,45933.23969,39964.51544
7,Romainmôtier-Envy,57508.76107,45579.02006,43099.40057,23048.02947,40161.01581,56269.10977,40101.98722,23846.32728,22711.54195,42476.41922,46433.51514,33604.85804,24252.94568,22306.57551,32703.81006,40029.59894,49475.11704,40872.61688,57167.01677,49394.98165,6503.339015,16298.79709,14453.81302,27778.32519,30104.06599,19267.80976,39086.70635,27112.04339,4219.359148,21393.80664,22350.86269,38071.52248,23311.40229,21719.75418,40493.36495,39106.87082,38453.78335,14084.96581,56761.67671,44658.42982,41297.4891,25801.65071,39200.31085,9355.111677,39679.15854,16951.30389,36572.10096,57025.4342,49394.95367,39468.46539
46,Romanel-sur-Lausanne,39795.93914,28579.73584,26066.73743,5185.929225,23484.34358,41430.51059,35716.1136,6144.444158,5054.266255,25422.03305,29469.31878,32403.56299,6506.994599,4498.779411,28494.53961,35679.9548,31954.35434,24136.0379,39457.90906,31891.43963,19179.21575,23402.25238,24004.34216,25092.28911,12439.34103,9134.796319,35101.52187,22524.2859,13690.63812,29535.53405,4623.334961,21376.82337,18321.51048,16176.90221,23364.9466,22038.66319,21415.74665,29578.14503,39092.95805,27671.66651,24527.13329,19234.66279,38662.11139,9385.043418,22614.57666,24501.80096,32269.83861,42393.13893,31891.40906,22458.19802
47,Romanel-sur-Morges,44560.62538,34519.99508,32028.56533,10586.85591,29776.71081,48249.98376,29564.39554,10495.53972,9501.231738,31378.6679,35423.33844,25518.04388,10950.49391,9638.114672,22113.04058,29517.89965,37222.82235,30372.89615,44236.34999,37188.81793,19492.74384,26325.44626,26100.57975,18266.84195,18090.2623,3710.657393,28833.52013,16006.82991,12373.85649,22644.03856,9404.321893,27710.45013,11663.138,9498.251885,29302.16541,28067.63855,27489.11807,29383.93284,43974.72616,33640.32194,30731.43071,25767.81627,44481.86756,6573.831351,28631.12124,27359.09716,26017.64517,49259.22478,37188.78376,28526.70069
48,Ropraz,37312.04537,23892.35007,21665.17019,12843.64943,18334.33713,32523.03636,48087.83561,14373.2321,14135.50225,21142.25453,24626.2293,44978.85645,14305.9633,13275.84727,40986.47056,48056.5865,28868.39739,19079.18422,36964.91518,28733.289,21342.4026,19710.86641,21797.99585,37667.99599,13469.4352,21682.53876,47526.77469,35070.67652,20013.81524,40694.09269,13724.07548,16505.76664,30894.27909,28752.31013,19526.40461,18164.56067,17527.83152,30448.20248,36372.08035,23011.0057,19523.39043,7579.181582,27526.91995,18986.40753,18657.92809,20703.13196,44700.42532,33248.0705,28733.27168,18351.27812
50,Rossenges,41022.08415,27310.69351,25283.39677,17650.95986,21903.08233,33651.56074,52228.92594,19214.60642,18861.1181,24825.61982,27958.97658,48618.67648,19188.61544,17979.77046,44970.12667,52192.31163,32604.01575,22630.19947,40678.82977,32452.15486,20269.74728,16410.27268,18914.08138,41356.37168,18496.25828,25605.3939,51604.6899,38946.11927,20765.20594,42764.19805,18419.30324,20298.68848,34668.30349,32501.89773,23428.25938,22137.00461,21537.05091,28227.68862,40032.38766,26478.8201,23064.39408,2725.194292,22593.14761,21135.55694,22576.93279,17281.03144,48772.72156,34204.77069,32452.14188,22246.12504
49,Rossinière,19570.4506,12784.29067,14496.45609,34127.3204,15368.47294,3829.063355,66023.00895,34590.92085,35379.60383,15024.10879,12114.09506,66094.74273,34171.94782,35070.68739,60666.92066,66031.64701,15646.34165,14959.7351,19379.04374,15464.16816,50757.63811,47190.89736,49855.12319,59256.9361,27090.67053,44687.33558,65940.47364,56056.00877,49139.67285,67274.44742,35365.24226,17233.16531,52932.04776,51211.30249,16770.51691,17560.32174,17963.2186,59240.02531,18531.34579,13258.67674,14728.69873,30764.32442,40286.87665,46799.1328,17103.81643,47951.54058,63435.86743,5074.073232,15464.20062,17054.85421
56,Rougemont,27014.80257,22775.35359,24520.61699,43474.45874,25215.17914,6231.488018,76024.09222,44070.64264,44786.59142,25042.55533,22069.66811,75948.89571,43668.11055,44403.8901,70582.83556,76031.76239,25024.35106,24863.18055,26915.19475,24862.25954,57900.06914,53033.18319,55892.20978,69035.69532,36728.06733,54154.51886,75928.18258,65859.40861,57171.86027,76391.60784,44728.31436,26966.46772,62617.2446,60835.55902,26750.86368,27473.2251,27836.69598,65546.01737,26134.43779,23277.20108,24661.75285,36806.36195,41697.68948,55413.50396,27040.65793,53653.79611,73405.41647,4952.107104,24862.29594,26968.7722
3,Rovray,55429.99191,41608.35396,39796.60477,30994.76753,36443.67256,44549.41676,62105.30242,32565.13706,31914.68432,39399.184,42160.22103,56996.06094,32663.29232,31037.26516,54555.81614,62051.61875,47116.8882,37141.10884,55093.55606,46951.49421,19170.8165,9551.511991,12324.86842,50187.39693,33329.12061,36105.32067,61286.84787,48450.71365,24443.63,46819.38942,31424.46651,35027.72311,44108.14283,42011.52533,38180.47431,36949.32185,36377.59814,21235.74202,54397.48224,40839.04507,37557.94399,13498.96434,13889.50399,28065.91838,37351.09033,9348.284029,58517.51794,44760.67719,46951.48534,37009.38917
57,Rueyres,47572.46974,34107.25353,31912.4449,19160.17167,28567.88972,41284.79885,50368.54615,20700.58493,19967.29337,31396.16991,34821.23138,45723.66696,20843.69396,19106.60664,42865.62429,50319.41276,39128.66119,29311.27815,47225.34686,38993.16794,12838.78482,9464.293691,11585.38713,38703.98119,22651.31783,24073.44041,49602.09655,36744.21516,14776.79537,37528.84582,19471.97765,26763.43022,32384.1986,30248.47055,29785.388,28419.94789,27780.40838,20642.13052,46631.27409,33235.03648,29754.64509,8707.124639,23861.60291,16893.60932,28916.60986,10479.30704,46802.16985,41839.33572,38993.15074,28611.11206
51,Saint-Barthélemy,45872.117,33526.50495,31072.16791,12657.75663,28051.1355,44161.34632,40854.59169,13911.6073,12898.56059,30461.10911,34365.82267,36252.32505,14211.35924,12203.70738,33343.32772,40804.61168,37671.35597,28772.31628,45526.44203,37577.8315,11669.13167,15589.64827,16044.7078,29191.74671,18711.4953,14771.4091,40080.48066,27222.14516,8195.387174,29333.69033,12428.46919,25979.59235,22862.73607,20732.31037,28522.3658,27123.0131,26464.08931,21991.65778,45068.96777,32606.59668,29202.92098,15807.32852,33346.17274,7763.321179,27688.85398,16677.48651,37283.81058,44953.47438,37577.80573,27459.38604
52,Saint-Cergue,64789.00609,59278.90776,57092.51284,38607.78697,55929.60759,75095.8533,10447.00129,37637.53777,37176.92537,56496.23481,60136.42413,5221.607624,37979.52784,37783.7647,11061.54486,10356.91798,59801.51132,56325.84744,64543.93667,59853.83319,42944.23893,52399.62595,50915.06756,12221.7952,44504.28668,28149.11011,9434.238542,15292.23676,36407.7091,17857.56763,37378.18611,54159.07389,18964.52388,21018.1747,54597.02647,53729.17165,53323.4849,48963.89856,64632.24082,58562.44416,56565.36106,55722.40987,73608.9669,32888.30028,54198.82697,53196.07934,10035.41499,76265.69879,59853.79273,54234.41552
38,Sainte-Croix,67337.05603,54267.44844,51951.4808,34724.97944,48690.08548,61787.56552,53998.88958,35874.22557,34800.72261,51390.76433,55031.97116,47032.21642,36211.07574,34188.59148,46750.00548,53921.63236,58962.52498,49434.97709,66988.9148,58846.10962,10570.14782,12599.92106,9623.236926,41756.18551,40690.38171,33261.481,52934.07033,41346.99124,17253.82257,32360.94278,34359.21639,46756.96514,37653.2635,36094.41634,49616.81571,48216.68763,47558.51628,365.8615891,66461.24988,53369.48491,49879.17971,28687.09678,34169.27463,23056.21119,48752.28464,12204.4004,50535.32086,62283.62616,58846.08821,48476.68723
53,Saint-George,58684.95999,51323.98135,48979.18222,28945.61355,47365.24557,66427.37385,15854.63071,28221.21629,27572.75363,48350.97581,52214.10506,8331.814882,28614.60893,28051.58854,9877.891183,15766.33825,52698.37286,47848.03685,58404.68531,52718.93348,31757.86169,41123.89191,39710.91455,5783.688502,35589.80969,18213.19061,14693.05216,8426.555639,25109.6649,10301.11327,27687.38268,45447.11937,9919.964406,11473.36151,46346.37288,45319.45154,44838.74754,38360.58553,58361.47719,50530.91712,48139.01239,44778.94003,62351.96489,21651.37193,45834.69064,41936.33647,12792.75318,67529.66933,52718.89457,45816.50275
42,Saint-Livres,49849.90897,41948.6101,39580.85494,19557.3518,37913.86258,56965.42816,19327.9564,18779.3178,18164.84258,38948.71572,42842.83746,14753.23163,19166.91861,18681.67653,11760.78197,19270.1558,43535.99483,38403.48338,49557.27058,43546.49906,27067.32075,35462.19286,34632.32994,7522.125089,26128.48484,8875.62444,18476.32081,5735.609941,19743.50421,16321.21724,18303.29027,35988.2763,1902.459246,2074.584479,36931.79817,35885.38864,35397.08853,35540.19053,49462.04319,41143.30419,38699.23007,36531.9953,55035.71997,14854.9853,36405.38247,36405.94711,15731.09229,58067.5575,43546.46081,36380.73605
34,Saint-Oyens,54948.55187,47761.93085,45440.7591,25787.40135,43915.29312,63026.93785,15086.32892,24963.00136,24384.8023,44817.28158,48647.99651,8961.762003,25339.49724,24920.31586,8003.83555,15009.9184,49026.88626,44379.73224,54669.67562,49050.65466,31151.46025,40158.51146,38997.00587,3024.503999,32199.37281,15129.59774,14037.40705,4817.922287,24135.03138,13263.97932,24536.5059,42028.37039,6338.302892,8114.410883,42828.88638,41831.93969,41366.2923,38580.70993,54632.76,46980.58554,44660.19473,42517.89544,60638.75297,19996.89639,42338.74719,41034.026,11636.63625,64146.73599,49050.61554,42331.66692
35,Saint-Prex,44026.42559,36474.62038,34157.67353,15255.60114,32691.37091,51837.65037,20923.6722,14187.77493,13812.60435,33535.81146,37360.60898,18434.29641,14514.44273,14491.56044,13851.73439,20889.64443,37830.70258,33138.65577,43735.99898,37847.77796,28321.42745,35626.81517,35289.70314,11286.21015,21076.06172,5895.881618,20344.13468,8229.69009,20966.45713,22123.78478,14064.58643,30840.27284,4969.544532,3843.363805,31554.81372,30577.27952,30124.14473,37718.09776,43651.86359,35694.55937,33410.33021,34039.84194,53331.48126,15325.95698,31077.72809,36651.00789,17517.74227,52975.71311,37847.73925,31078.69666
36,St-Saphorin (Lavaux),22983.69367,11073.73533,8562.534431,12950.76319,6387.95282,25488.80814,45010.60744,13120.3109,14032.92194,7914.54384,11969.51071,44501.80104,12679.2107,13894.04212,39216.60705,45009.58472,14742.28011,6913.541081,22636.53967,14651.15141,34362.64255,34587.61255,36423.20803,37578.75112,5474.114778,23131.33469,44813.15577,34399.06088,30563.22417,46047.14405,14111.90213,4494.423198,31220.51379,29512.19239,5847.811006,4557.222988,3973.603275,44325.37165,22154.41522,10173.6561,7245.256336,21287.53725,39647.18103,26892.04783,5126.470087,35616.48455,42200.089,26628.77224,14651.1251,5010.726517
37,Saint-Sulpice ,38724.17502,29310.13664,26864.69399,6421.278176,24928.59492,43850.21154,29685.28762,5579.007254,4995.109918,26219.80081,30213.84733,27231.49634,5977.20029,5610.2467,22745.12707,29656.97115,31603.74918,25462.08923,38404.90062,31583.01177,24196.35939,29636.46635,29939.57124,19972.03863,13084.29699,4583.676547,29165.62438,17065.71812,17588.14411,27640.05165,5195.425123,22943.48502,13242.07431,11293.2221,24160.4278,23018.9891,22488.2022,34430.35672,38175.58612,28461.30574,25785.1277,25545.27855,45192.7633,12011.13262,23562.09012,30722.66067,26351.57704,44931.33849,31582.97619,23501.5858
32,Saubraz,54041.1727,46325.89113,43962.4226,23839.44514,42296.55718,61337.475,17525.92752,23114.19424,22464.67316,43330.89277,47219.28584,11535.1612,23508.8868,22947.7462,10233.62766,17452.72053,47848.82423,42787.73318,53753.29656,47862.85666,28610.28496,37579.90362,36437.57998,5227.937857,30503.80158,13109.73253,16508.48912,5680.29599,21562.60764,12763.94356,22581.53847,40366.75616,5168.967054,6435.293611,41315.59213,40270.38502,39781.73092,36198.8026,53678.48654,45523.02384,43083.99474,40085.39439,58093.08378,17426.52934,40790.31229,38458.64984,14017.661,62435.18241,47862.81816,40765.70646
33,Savigny,32010.58432,19605.8222,17132.64762,7016.227844,14209.72587,31691.98004,42737.938,8203.991426,8459.277043,16514.85482,20459.2584,40649.48792,7966.153589,7811.319888,36048.02191,42717.7608,23738.99987,14911.91686,31663.39738,23640.20173,25335.89757,26034.63685,27665.35757,33386.30466,5987.426332,17568.08695,42309.13239,30474.80105,21794.22532,39255.80796,8222.987931,12109.14904,26633.27526,24624.98785,14561.81211,13164.1354,12506.26384,35326.87442,31177.11305,18685.18493,15332.553,15035.88863,34835.15289,18709.20932,13731.77706,27097.41164,39528.30359,32651.21491,23640.17684,13508.75602
39,Senarclens,48901.20937,38147.05114,35634.89232,14269.16359,33104.6686,50934.72092,32089.31803,14606.8123,13501.94216,34987.67167,39041.28596,26921.80366,15055.21438,13372.5651,24521.38116,32030.97502,41291.81924,33751.35288,48569.95271,41241.53555,14923.83176,22739.94341,22086.16708,20055.46838,21836.05201,8584.123296,31224.76631,18474.75414,7573.643844,20445.33508,13267.03012,30998.86821,14215.7013,12251.91239,32921.08271,31614.20964,30999.70485,24478.02182,48259.34044,37244.25767,34138.83204,25244.47898,42706.09158,2092.953815,32188.57461,23705.49112,28492.0099,51865.37676,41241.50333,32043.36437
40,Sergey,60744.18305,48083.79024,45683.67342,27283.12551,42532.05992,57083.9893,46846.10278,28340.46196,27241.81545,45093.16059,48891.24786,40235.67337,28699.65469,26682.48369,39463.98814,46772.92957,52474.094,43269.14963,60397.4327,52371.92165,3479.718496,11489.45929,8929.865588,34528.43616,33660.19781,25355.16928,45822.19291,33871.74018,9347.811763,26984.98252,26819.11525,40516.89918,30033.05123,28387.80574,43220.36264,41814.95677,41153.5097,7663.058225,59917.69532,47170.35976,43708.81056,24772.65268,34922.58788,15149.60661,42369.72485,11816.92145,43324.30421,57708.01572,52371.89745,42118.4453
285,Servion,32934.04605,19627.0478,17343.67278,11391.85713,14051.09836,29447.79179,47199.19214,12710.45372,12822.8437,16803.52015,20388.73876,44817.55297,12511.45955,12082.65181,40391.18306,47176.38903,24495.54868,14796.50082,32586.48911,24364.299,25179.65305,24115.14185,26145.98864,37517.85893,9778.22274,21534.06242,46737.84866,34698.71604,22955.6259,42251.16395,12520.01051,12159.89118,30728.29596,28660.60148,15139.22618,13767.72005,13126.3838,34603.96115,32005.14593,18732.76693,15241.00997,11005.15631,30478.54114,20935.63565,14269.83577,25114.14829,43941.26149,30282.10484,24364.28075,13969.3087
41,Signy-Avenex,59713.80109,55531.51051,53505.57172,36939.52005,52742.69259,71763.54337,2979.385906,35742.11873,35499.14987,52945.02205,56350.86462,6254.60864,36017.76957,36224.33074,7954.713475,2899.51706,55421.80693,53056.64908,59492.1188,55495.18266,45575.71907,54526.56497,53416.11356,12004.90465,41885.75275,27313.36068,2261.233327,13977.14348,38533.38662,23514.33282,35787.86549,51135.29877,18310.67074,20476.07702,51165.30296,50447.31534,50113.82782,52753.73397,59657.5907,54886.55804,53247.81691,55610.71868,74414.32486,34134.88414,50869.50776,55418.57703,4508.344665,72984.19405,55495.14171,50950.25676
257,Suchy,53987.06685,40910.01911,38587.01783,22255.91913,35332.59069,49109.68516,48150.36057,23579.12416,22594.18325,38025.23944,41680.00829,42494.39502,23856.58123,21869.79379,40587.53978,48088.90517,45602.64885,36077.07812,53638.85503,45484.9946,4990.921107,6604.629,6359.722179,35965.22496,27598.13674,23535.7276,47248.75565,34588.24099,9573.448212,31859.20369,22116.93663,33392.51652,30353.96057,28383.35452,36253.08995,34853.75584,34196.07242,13315.53879,53104.74363,40010.15457,36521.04948,16640.94512,28626.99594,14057.66935,35388.07342,7568.321484,44554.32564,49700.51052,45484.97342,35111.546
261,Sullens,44007.41527,32636.23312,30125.82685,9378.880709,27439.77962,44972.83773,35583.28077,10191.93494,9062.755249,29485.06761,33519.01801,31376.10996,10589.21438,8630.39968,28125.74799,35536.77415,36133.02698,28110.69314,43668.92563,36066.74555,15483.38988,20930.6547,21095.27893,24184.00757,16628.91711,9280.217368,34849.84888,22013.73263,9532.381419,26452.21085,8685.33954,25327.36994,17661.44913,15502.55086,27441.76796,26095.76742,25462.61488,25831.15202,43298.84644,31722.97935,28512.47652,19965.28111,38466.24248,5325.518163,26672.50788,22001.65001,32035.4492,45886.11777,36066.71547,26501.09115
260,Suscévaz,58711.5724,45519.70475,43231.50597,27051.77484,39945.32004,53032.49398,51147.23933,28345.67859,27339.86195,42681.24326,46272.38444,45010.45636,28635.21272,26636.39339,43634.05085,51080.21396,50306.76961,40690.82335,58363.33689,50184.90148,5175.304117,5264.14797,2839.077018,38842.72177,32446.33281,27582.13591,50186.18014,37777.86883,12312.38368,32807.11232,26868.62541,38039.95979,33677.26415,31820.74193,40945.86714,39551.55194,38896.54885,8847.010828,57815.71759,44627.25827,41135.38669,20040.10485,28689.37619,17642.83652,40078.42751,5596.707113,47571.0883,53555.75889,50184.8812,39794.6658
259,Syens,40067.61915,26349.99649,24329.71761,17273.13319,20949.37277,32770.12284,52122.28075,18822.74251,18520.82573,23874.9187,26996.357,48652.48386,18775.76509,17646.81395,44907.43727,52087.32028,31652.50438,21675.37413,39724.57748,31499.94793,21062.20592,17369.02532,19857.80235,41372.72195,17783.81415,25539.88149,51517.19865,38910.09749,21315.83335,43136.06921,18090.67864,19357.0975,34655.92471,32493.51806,22490.47254,21205.27928,20608.73787,29139.36555,39076.19677,25519.63763,22108.96345,3060.314424,23017.25747,21450.41027,21641.01757,18243.42992,48685.72481,33337.90418,31499.93515,21308.90232
280,Tévenon,65209.47759,51561.01221,49480.1969,35936.31021,46105.53261,56429.44391,61128.21964,37349.35692,36426.66822,48997.11233,52220.28005,54801.42701,37586.74014,35652.87359,53640.51858,61059.44094,56769.74135,46840.33439,64864.23763,56625.08665,15074.03757,8525.022861,7767.259354,48805.88735,40386.23994,37544.89832,60148.18187,47825.8105,22373.63318,41573.44995,35938.06869,44404.6952,43748.62072,41900.66807,47484.2297,46142.70895,45514.76022,10814.92783,64238.32009,50718.89744,47278.7037,23768.08396,24303.33245,27707.09702,46619.64124,7443.819435,57563.19269,56735.71653,56625.07176,46302.94319
258,Tannay,60772.49217,58623.18651,56845.66296,42789.72822,56591.84853,75134.36033,8000.785097,41425.87927,41389.30835,56342.31653,59376.38497,15356.19968,41629.95016,42194.72415,15527.03282,8070.570226,57643.6771,56800.35577,60593.56176,57746.12268,54057.43355,62711.20777,61787.23115,20329.05305,46649.08977,34208.86651,9017.660793,21543.18881,46864.39107,32570.74727,41745.67414,55210.92257,25853.66957,27935.38218,54751.17204,54232.70423,53993.52841,61609.48608,60882.58625,58084.13162,56928.82896,62369.92091,81676.76057,42108.21914,54587.75181,63644.78479,11573.79522,76403.65355,57746.08187,54721.46108
256,Tartegnin,53048.31359,46626.26863,44382.01909,25729.79378,43094.8488,62262.45757,12341.6756,24724.1981,24292.97613,43774.32471,47497.2793,7916.48778,25060.58969,24925.2675,4855.679082,12276.1641,47504.67934,43511.82862,52781.5121,47542.02326,33728.40374,42432.01842,41455.26741,917.7859474,31592.63425,15471.55924,11413.22228,2414.979994,26533.02996,16686.23611,24511.69887,41291.47711,6247.185291,8402.386648,41839.1703,40926.57612,40501.81032,41584.71544,52792.70566,45882.02137,43764.51166,43581.72256,62202.00607,21929.73967,41408.97214,43349.48062,8762.858461,63418.74815,47541.9834,41430.87049
248,Tolochenaz,43375.99918,35041.21816,32659.06056,12838.56334,30968.268,50028.29434,23772.83458,11932.87756,11412.20882,32024.62042,35937.87869,20841.28859,12301.84181,12013.15114,16579.25208,23735.98707,36796.42,31458.71879,43073.59603,36798.3689,25753.26175,32810.33912,32556.55231,13562.57933,19189.82705,2964.674629,23157.24346,10725.21828,18461.795,22470.8496,11606.69865,29045.20859,6826.020747,4941.373204,30000.73331,28944.34694,28453.22106,35362.59126,42933.79161,34227.95782,31755.79913,31174.44047,50410.41492,12724.28362,29466.45598,33844.16162,20325.92998,51135.60668,36798.33129,29438.93506
247,Trélex,60058.06446,55214.8488,53112.67398,35710.55085,52172.0748,71283.25193,5307.22734,34593.54195,34267.01087,52535.05506,56052.99198,3408.259058,34895.96967,34951.63436,6810.013299,5211.517842,55404.42735,52522.31107,59823.64465,55467.58311,43105.65487,52189.51254,50989.9052,9922.955013,41048.23219,25726.9337,4178.872453,12345.27735,36158.43996,20601.73632,34524.53419,50491.5143,16550.40306,18714.55706,50698.63444,49913.23844,49547.63064,50069.26769,59948.29686,54536.2573,52734.93966,53901.93014,72454.98444,31961.53669,50357.08322,53060.16788,4726.546238,72483.15628,55467.54234,50418.23812
245,Trey,51485.57173,38022.256,36785.4111,34870.40446,33727.57302,36751.09722,69148.00206,36421.83746,36103.04488,36557.88418,38354.34211,64996.79187,36372.76359,35223.9822,61765.89042,69106.42499,43722.61099,34304.48524,51175.05417,43531.96167,29977.21933,20975.1964,23907.48797,57858.75676,34624.41077,42509.35654,68464.63973,55672.94179,33983.20801,56788.60953,35664.85296,32906.46261,51333.19173,49167.82109,35905.54869,34948.75027,34514.04739,33003.29184,50390.87962,37426.78834,34651.67531,14561.24282,5633.151041,36357.39203,35198.77184,20957.54265,65638.2999,36680.08681,43531.96297,34845.99652
246,Treycovagnes,58605.08337,45211.38036,42992.2467,27989.57239,39660.68451,51906.84205,53532.28616,29361.79355,28407.932,42465.37295,45932.58307,47535.40997,29618.88068,27656.74812,45995.63202,53467.15189,50169.12062,40405.17752,58257.34275,50038.28569,7817.072935,2760.652348,474.1723711,41256.75887,32886.22008,29426.75284,52590.89056,40079.69458,14659.15373,35557.37203,27924.17282,37824.74135,35919.33809,34010.16734,40809.236,39430.40388,38783.52954,10106.88717,57679.13577,44334.43794,40849.16644,18755.20402,26023.45202,19722.0535,39939.70882,2866.503095,49946.58454,52371.85715,50038.26741,39642.03267
249,Treytorrens ,52904.34469,39085.12747,37354.55949,29993.81813,34027.7217,41551.53404,62263.56744,31576.40886,31014.1997,36982.65094,39606.1992,57484.88058,31634.07699,30126.44539,54752.32698,62213.91177,44649.59797,34710.28629,52570.97769,44479.45618,20851.59576,11700.72512,14646.9761,50535.70192,31686.44787,35939.13874,61489.78017,48631.48029,25447.24609,48113.322,30533.72146,32702.12977,44272.47856,42141.69701,35852.31492,34660.59977,34109.02096,23909.12355,51859.25925,38338.78537,35118.59978,11284.20397,12365.56791,28540.24418,35038.45799,11714.04266,58693.85394,41744.9483,44479.4489,34692.24295
239,Ursins,52593.44552,39090.1014,36917.28205,23488.30091,33564.61182,45646.65429,52526.26598,24974.09729,24140.02891,36406.96487,39792.60769,47263.02195,25165.88147,23316.00391,44962.86154,52469.95471,44148.6267,34306.73762,52246.53092,44011.71257,10306.11886,4430.606559,6737.514902,40514.19823,27530.23236,26943.24838,51679.96099,38880.84962,14718.29616,37301.47787,23643.85621,31779.28948,34562.37949,32500.21437,34811.35873,33448.62631,32810.26798,16225.61166,51647.67993,38223.70305,34749.37285,12529.92991,23166.19542,18383.40281,33942.9266,5455.545047,48931.54179,46129.82669,44011.69572,33635.80621
283,Valbroye,50062.16144,36361.19938,34889.11508,30976.44058,31684.98227,37043.92,64869.66248,32544.89024,32160.28687,34595.0652,36784.02178,60619.13442,32524.50798,31274.3429,57459.62125,64826.58816,42034.42402,32314.15817,49739.65591,41852.16096,25752.48066,17075.48649,20074.23552,53502.04638,31318.82902,38256.97271,64169.70236,51356.96559,29571.67557,52381.93753,31708.96898,30636.36565,47009.87258,44847.54273,33727.54914,32661.94912,32173.93491,29455.4936,48986.61107,35691.5621,32691.7653,10754.45246,9292.16347,31935.75544,32968.71122,17186.9801,61346.78941,37130.61822,41852.15831,32615.67329
